,subject,move,timestamp,marker_0_x,marker_0_y,marker_0_z,marker_11_x,marker_11_y,marker_11_z,marker_12_x,marker_12_y,marker_12_z,marker_13_x,marker_13_y,marker_13_z,marker_14_x,marker_14_y,marker_14_z,marker_15_x,marker_15_y,marker_15_z,marker_16_x,marker_16_y,marker_16_z,marker_23_x,marker_23_y,marker_23_z,marker_24_x,marker_24_y,marker_24_z,marker_25_x,marker_25_y,marker_25_z,marker_26_x,marker_26_y,marker_26_z,marker_27_x,marker_27_y,marker_27_z,marker_28_x,marker_28_y,marker_28_z
0,TCOA01,Raising_the_power_front_Trim,66.0,0.5386813282966614,0.3357180953025818,-0.22100256383419037,0.5673163533210754,0.396594762802124,-0.07315405458211899,0.5126672983169556,0.4035758972167969,-0.05338120087981224,0.5788307189941406,0.48300686478614807,-0.05294438824057579,0.5021478533744812,0.4884931147098541,-0.03772136941552162,0.5839377641677856,0.5590547323226929,-0.13240599632263184,0.49584847688674927,0.5624539852142334,-0.12161650508642197,0.5586051940917969,0.5685591101646423,-0.004594605416059494,0.52159184217453,0.5683490037918091,0.004463896621018648,0.5603596568107605,0.6938220262527466,-0.011452516540884972,0.5151596069335938,0.6950110197067261,-0.0047827223315835,0.562934160232544,0.8080878257751465,0.10918572545051575,0.5102506279945374,0.8072633743286133,0.10805808752775192
1,TCOA01,Raising_the_power_front_Trim,132.0,0.5386047959327698,0.33576464653015137,-0.1892189085483551,0.5671476125717163,0.39656805992126465,-0.0465875007212162,0.5126671195030212,0.4035857915878296,-0.01668667048215866,0.5787865519523621,0.48252370953559875,-0.0362345352768898,0.5021814703941345,0.4885011911392212,-0.012670123018324375,0.5839682817459106,0.5590600967407227,-0.12150564044713974,0.4958482086658478,0.5624737739562988,-0.11236277967691422,0.558544397354126,0.5686086416244507,-0.005481990519911051,0.5215840935707092,0.5686357617378235,0.005345848388969898,0.5603700280189514,0.6959283351898193,-0.01142794732004404,0.5154871344566345,0.6962519288063049,-0.0018372845370322466,0.5627481341362,0.8080398440361023,0.1193084865808487,0.5102503299713135,0.8078548908233643,0.10869590193033218
2,TCOA01,Raising_the_power_front_Trim,198.0,0.538550078868866,0.3357698321342468,-0.18145295977592468,0.5670337080955505,0.3965630531311035,-0.04062560200691223,0.5126675963401794,0.4036007821559906,-0.009952490217983723,0.5787810683250427,0.48217692971229553,-0.0316663458943367,0.5021714568138123,0.4883796274662018,-0.0068961153738200665,0.5839954018592834,0.5590640902519226,-0.11897987127304077,0.4958427846431732,0.5621769428253174,-0.108896903693676,0.5584790706634521,0.5686718821525574,-0.006019472610205412,0.5215538740158081,0.5688183307647705,0.00588039867579937,0.5603770017623901,0.69720458984375,-0.011463018134236336,0.5156751871109009,0.6969811916351318,-0.0011360254138708115,0.5625792741775513,0.8079615235328674,0.1211453303694725,0.510250449180603,0.8082154393196106,0.10858581215143204
3,TCOA01,Raising_the_power_front_Trim,264.0,0.5385512113571167,0.33588019013404846,-0.18256615102291107,0.5669885873794556,0.39657241106033325,-0.039414189755916595,0.5126674175262451,0.4036535918712616,-0.011263147927820683,0.578815221786499,0.48159050941467285,-0.031259845942258835,0.5020658373832703,0.4881584644317627,-0.00886587519198656,0.5839980244636536,0.558838427066803,-0.12017785757780075,0.4957788586616516,0.5612671971321106,-0.11065220087766647,0.5584589242935181,0.56871098279953,-0.006065347231924534,0.5215350389480591,0.56895911693573,0.005925633944571018,0.5604006052017212,0.6977019906044006,-0.011459610424935818,0.5158056616783142,0.6971698999404907,-0.0013626362197101116,0.5624576210975647,0.8078750967979431,0.12231720983982086,0.5102537274360657,0.8084388375282288,0.10795818269252777
4,TCOA01,Raising_the_power_front_Trim,330.0,0.538547694683075,0.3363802433013916,-0.18044915795326233,0.5669360160827637,0.3965776860713959,-0.0374748595058918,0.5126882791519165,0.40365615487098694,-0.00793936662375927,0.5788915157318115,0.4802306890487671,-0.02788602001965046,0.5016387104988098,0.4871465861797333,-0.004971341695636511,0.5839986205101013,0.5581604838371277,-0.11576250195503235,0.49575743079185486,0.5593900084495544,-0.10728465765714645,0.5584099292755127,0.5687105059623718,-0.006276953965425491,0.5215168595314026,0.5689713954925537,0.006136175245046616,0.560411274433136,0.6980272531509399,-0.011832740157842636,0.5159213542938232,0.6971888542175293,-0.0015184900257736444,0.5623772740364075,0.8078274726867676,0.12038825452327728,0.5102537274360657,0.8086519241333008,0.10381913185119629
5,TCOA01,Raising_the_power_front_Trim,396.0,0.5385715365409851,0.3368142247200012,-0.17725405097007751,0.5669108629226685,0.39659303426742554,-0.033938076347112656,0.5127053260803223,0.403706431388855,-0.005219579674303532,0.5790083408355713,0.47829151153564453,-0.030994962900877,0.5012977123260498,0.48668041825294495,-0.003939373884350061,0.5840168595314026,0.5546597242355347,-0.12837788462638855,0.49571871757507324,0.5570423007011414,-0.10848104953765869,0.5583907961845398,0.5686618089675903,-0.006367177236825228,0.5215157866477966,0.5689616203308105,0.006224519573152065,0.5604144334793091,0.6981446146965027,-0.014432595111429691,0.5160178542137146,0.6971738934516907,-0.0016556376358494163,0.5623065233230591,0.8077610731124878,0.11649086326360703,0.5102538466453552,0.8087563514709473,0.10040120780467987
6,TCOA01,Raising_the_power_front_Trim,462.0,0.538600504398346,0.3372412621974945,-0.1735992431640625,0.5668815970420837,0.39659324288368225,-0.026896929368376732,0.512762725353241,0.40370747447013855,-0.006756337359547615,0.5792626738548279,0.4761432409286499,-0.019837018102407455,0.5009427666664124,0.4846479594707489,-0.005568554159253836,0.583996057510376,0.5513123273849487,-0.11672355979681015,0.49564507603645325,0.5542231798171997,-0.10828821361064911,0.5583885312080383,0.568326473236084,-0.005397651810199022,0.5215110778808594,0.568702220916748,0.005249436013400555,0.5604241490364075,0.698085606098175,-0.01437713298946619,0.5161185264587402,0.6971418261528015,-0.00577245419844985,0.5622707009315491,0.8076468110084534,0.11002358794212341,0.51025390625,0.808772623538971,0.0895417332649231
7,TCOA01,Raising_the_power_front_Trim,528.0,0.5386779308319092,0.337570458650589,-0.17069092392921448,0.5668615102767944,0.39658522605895996,-0.0222339928150177,0.5128013491630554,0.40369734168052673,-0.006027050781995058,0.5796434283256531,0.47411656379699707,-0.01873769983649254,0.5007470846176147,0.4828149974346161,-0.007282957434654236,0.5837801098823547,0.5478574633598328,-0.1184748187661171,0.4954894483089447,0.5511205792427063,-0.10945253074169159,0.5583951473236084,0.5680855512619019,-0.004114379175007343,0.5215113759040833,0.5685714483261108,0.003963377792388201,0.5604308247566223,0.6981377005577087,-0.014265437610447407,0.5162323713302612,0.6971336007118225,-0.007292414084076881,0.5622516870498657,0.8076327443122864,0.10730338841676712,0.510254442691803,0.8087917566299438,0.08901886641979218
8,TCOA01,Raising_the_power_front_Trim,594.0,0.5387485027313232,0.33776339888572693,-0.16630840301513672,0.5668578743934631,0.3965858519077301,-0.01761620119214058,0.5128768086433411,0.40361717343330383,-0.0027922410517930984,0.5800136923789978,0.47234469652175903,-0.01222609169781208,0.5005626082420349,0.4808172881603241,-0.004245904739946127,0.5833704471588135,0.5445177555084229,-0.11335808783769608,0.4952857792377472,0.5479108095169067,-0.10929923504590988,0.5583938360214233,0.568085253238678,-0.003136655315756798,0.5215006470680237,0.5685598254203796,0.0029872667510062456,0.5604568719863892,0.698276937007904,-0.012280923314392567,0.5162957310676575,0.6971413493156433,-0.008113192394375801,0.5622364282608032,0.8076293468475342,0.10818085819482803,0.5102549195289612,0.8087952136993408,0.09029988199472427
9,TCOA01,Raising_the_power_front_Trim,660.0,0.538829505443573,0.3379310369491577,-0.16585107147693634,0.5668648481369019,0.3966451585292816,-0.02027444913983345,0.5129622220993042,0.40341225266456604,0.004629195202142,0.5805041790008545,0.47074538469314575,-0.0168972909450531,0.5003554224967957,0.4774744510650635,0.00975135900080204,0.5828545093536377,0.5407670140266418,-0.11555080115795135,0.4949067234992981,0.5442526936531067,-0.09419811517000198,0.5584211945533752,0.5680177807807922,-0.0036607421934604645,0.5215156078338623,0.5685230493545532,0.003509467002004385,0.5604636669158936,0.6983347535133362,-0.013223712332546711,0.5163232684135437,0.697156548500061,-0.007879591546952724,0.5622076392173767,0.807604968547821,0.10622964799404144,0.5102589726448059,0.8088260889053345,0.09242619574069977
