,subject,move,timestamp,marker_0_x,marker_0_y,marker_0_z,marker_11_x,marker_11_y,marker_11_z,marker_12_x,marker_12_y,marker_12_z,marker_13_x,marker_13_y,marker_13_z,marker_14_x,marker_14_y,marker_14_z,marker_15_x,marker_15_y,marker_15_z,marker_16_x,marker_16_y,marker_16_z,marker_23_x,marker_23_y,marker_23_z,marker_24_x,marker_24_y,marker_24_z,marker_25_x,marker_25_y,marker_25_z,marker_26_x,marker_26_y,marker_26_z,marker_27_x,marker_27_y,marker_27_z,marker_28_x,marker_28_y,marker_28_z
0,TCOA01,Raising_the_power_lateral_Trim,66.0,0.4583339989185333,0.301329106092453,-0.12580908834934235,0.44709017872810364,0.37747642397880554,0.06425947695970535,0.4290693998336792,0.3779553174972534,-0.1970481276512146,0.46899476647377014,0.4006121754646301,0.17772820591926575,0.4274864196777344,0.4779449701309204,-0.2587680220603943,0.490122526884079,0.3213573098182678,0.22571714222431183,0.44388946890830994,0.5702391266822815,-0.31375813484191895,0.44724881649017334,0.5616142749786377,0.08949396014213562,0.43138962984085083,0.5612298250198364,-0.0894126147031784,0.4511876702308655,0.6916974782943726,0.19760502874851227,0.4436335861682892,0.7024750113487244,-0.01362618338316679,0.44382524490356445,0.8140547275543213,0.3232671916484833,0.43757426738739014,0.8266645669937134,0.05023087561130524
1,TCOA01,Raising_the_power_lateral_Trim,132.0,0.45795735716819763,0.3016453683376312,-0.15497787296772003,0.4421941936016083,0.37615805864334106,0.027679063379764557,0.42873507738113403,0.3776986598968506,-0.22979691624641418,0.4569190740585327,0.4297739863395691,0.1421220898628235,0.42748168110847473,0.4791591167449951,-0.27985695004463196,0.47477293014526367,0.4115181565284729,0.17776712775230408,0.4443362355232239,0.5714563131332397,-0.3172295391559601,0.44870996475219727,0.5653897523880005,0.08827302604913712,0.434405118227005,0.5698453187942505,-0.08824146538972855,0.45123645663261414,0.691740095615387,0.22833336889743805,0.44324934482574463,0.705833911895752,0.028943687677383423,0.44382983446121216,0.8148605227470398,0.3877538740634918,0.43751806020736694,0.8426432609558105,0.15329702198505402
2,TCOA01,Raising_the_power_lateral_Trim,198.0,0.4578454792499542,0.30205562710762024,-0.1723557859659195,0.4407656490802765,0.37610921263694763,0.019272878766059875,0.4278518259525299,0.37732115387916565,-0.23693886399269104,0.4488976299762726,0.4554370045661926,0.1265985518693924,0.4274948835372925,0.480208158493042,-0.2884024381637573,0.4710976779460907,0.4402422606945038,0.14789815247058868,0.44480323791503906,0.5736384391784668,-0.32763877511024475,0.4495795667171478,0.5660322308540344,0.08665869385004044,0.43535640835762024,0.5721630454063416,-0.08667456358671188,0.45123589038848877,0.692521870136261,0.22861720621585846,0.44204434752464294,0.7080318331718445,0.03120994195342064,0.4443618357181549,0.8151885867118835,0.3890465795993805,0.43728765845298767,0.8443392515182495,0.15615105628967285
3,TCOA01,Raising_the_power_lateral_Trim,264.0,0.4578292667865753,0.3027101457118988,-0.16333462297916412,0.4395076632499695,0.37583836913108826,0.029461830854415894,0.4271853268146515,0.37726786732673645,-0.2271863967180252,0.44514110684394836,0.4697117507457733,0.10223832726478577,0.42790210247039795,0.4806714951992035,-0.2820713520050049,0.45503100752830505,0.5406191945075989,0.073727086186409,0.4453539252281189,0.5742384791374207,-0.325431227684021,0.44959333539009094,0.5662773251533508,0.08546318113803864,0.43634146451950073,0.5726984143257141,-0.08551771938800812,0.45082077383995056,0.6925687789916992,0.22710809111595154,0.4415242373943329,0.7086761593818665,0.019558586180210114,0.444715678691864,0.8143900036811829,0.38122549653053284,0.4371478259563446,0.8438851237297058,0.12831364572048187
4,TCOA01,Raising_the_power_lateral_Trim,330.0,0.45814529061317444,0.3032887578010559,-0.16134463250637054,0.4393388330936432,0.3750077188014984,0.027996696531772614,0.4265603721141815,0.37705862522125244,-0.222365602850914,0.45268088579177856,0.42934152483940125,0.15682953596115112,0.42811259627342224,0.4806445240974426,-0.281368225812912,0.470908522605896,0.35031023621559143,0.2474370002746582,0.4456767737865448,0.574783205986023,-0.3114720582962036,0.44966062903404236,0.5664851069450378,0.08401569724082947,0.4371914863586426,0.5730541944503784,-0.0840265080332756,0.45079880952835083,0.6929694414138794,0.23414909839630127,0.44125834107398987,0.7094703912734985,0.03958279639482498,0.4450794756412506,0.8143877983093262,0.4049316346645355,0.4368957579135895,0.8442981243133545,0.1671300083398819
5,TCOA01,Raising_the_power_lateral_Trim,396.0,0.4586699604988098,0.3034627437591553,-0.15628714859485626,0.4398161470890045,0.37471523880958557,0.03324982151389122,0.42621487379074097,0.37683358788490295,-0.21631745994091034,0.4608059823513031,0.4096335470676422,0.16999968886375427,0.4282554090023041,0.479876309633255,-0.2761980891227722,0.4809845983982086,0.33049601316452026,0.25554683804512024,0.4457879066467285,0.575164794921875,-0.31218844652175903,0.45000597834587097,0.5666254758834839,0.08283031731843948,0.4374420940876007,0.5731132626533508,-0.08282869309186935,0.4507957398891449,0.6933354735374451,0.2322244942188263,0.4410865604877472,0.7108438611030579,0.03939744085073471,0.4457993805408478,0.81376051902771,0.4017816185951233,0.43686071038246155,0.8433444499969482,0.16962909698486328
6,TCOA01,Raising_the_power_lateral_Trim,462.0,0.45888328552246094,0.30371877551078796,-0.1570548713207245,0.43981921672821045,0.37424930930137634,0.03021358884871006,0.42621150612831116,0.3766838610172272,-0.21710526943206787,0.462793231010437,0.4033121168613434,0.17080138623714447,0.42833319306373596,0.4788905084133148,-0.27490875124931335,0.4838036000728607,0.33006593585014343,0.25816571712493896,0.44590896368026733,0.5752342343330383,-0.312206894159317,0.4499819874763489,0.5665561556816101,0.08273681998252869,0.43742015957832336,0.5726134777069092,-0.08272863924503326,0.4509415328502655,0.6927052140235901,0.2364465743303299,0.4410973787307739,0.7105354070663452,0.04335493594408035,0.4462677836418152,0.8104774951934814,0.41446390748023987,0.4368249177932739,0.8425040245056152,0.1712498962879181
7,TCOA01,Raising_the_power_lateral_Trim,528.0,0.4590180814266205,0.3036917746067047,-0.15782837569713593,0.44004952907562256,0.37370315194129944,0.02853473648428917,0.42624562978744507,0.3764798641204834,-0.21870973706245422,0.4635058343410492,0.4010900855064392,0.17114506661891937,0.4284219443798065,0.4781153202056885,-0.2743133008480072,0.4853563606739044,0.3291778266429901,0.2600482404232025,0.44604021310806274,0.5753310322761536,-0.31366342306137085,0.4499494135379791,0.5664852261543274,0.08284010738134384,0.4374590814113617,0.5723201632499695,-0.0828271210193634,0.4510084390640259,0.692547082901001,0.2395046055316925,0.44106853008270264,0.7103479504585266,0.04446025937795639,0.4466089904308319,0.8092975616455078,0.4204671084880829,0.43677499890327454,0.8426898121833801,0.16872964799404144
8,TCOA01,Raising_the_power_lateral_Trim,594.0,0.45917192101478577,0.3035893738269806,-0.1661476343870163,0.43997493386268616,0.3731863498687744,0.024458445608615875,0.4262731969356537,0.3759663701057434,-0.2269730269908905,0.4607841670513153,0.42190009355545044,0.17584627866744995,0.4285641014575958,0.47753480076789856,-0.2763315737247467,0.48074421286582947,0.3966032564640045,0.2755367159843445,0.4462248980998993,0.5753840208053589,-0.3126859664916992,0.4499337673187256,0.566426694393158,0.08291435241699219,0.4376380443572998,0.5722639560699463,-0.08290053904056549,0.45102477073669434,0.6925539970397949,0.23782825469970703,0.4409520626068115,0.7107987403869629,0.048896245658397675,0.44678905606269836,0.8090907335281372,0.41868120431900024,0.4367298185825348,0.8430981636047363,0.17716971039772034
9,TCOA01,Raising_the_power_lateral_Trim,660.0,0.4593678414821625,0.30358242988586426,-0.168564110994339,0.43982061743736267,0.3727785646915436,0.02426222898066044,0.42628708481788635,0.3753854036331177,-0.2296263426542282,0.4509475529193878,0.4465218186378479,0.17284953594207764,0.4287244379520416,0.4771844446659088,-0.2772074043750763,0.47056812047958374,0.4460456669330597,0.2586630582809448,0.4463265836238861,0.5754876732826233,-0.3128581941127777,0.4499163031578064,0.5663856267929077,0.08291443437337875,0.4376882016658783,0.5721519589424133,-0.08290374279022217,0.4510604441165924,0.6925396919250488,0.23457381129264832,0.4409230351448059,0.710838794708252,0.04068012163043022,0.4468957483768463,0.8086842894554138,0.40704095363616943,0.4367234706878662,0.8432285189628601,0.15941837430000305
